system_id,artTitle,artUrl,artDate,artCatagory,artContent,dataSource
1505,踩議事中立紅線？藍兩法案驚見「韓國瑜列提案人」｜東森新聞,https://news.ebc.net.tw/news/article/409908,2024-03-13 21:20:00,政治,立法院長韓國瑜化身專業導遊，帶著僑胞們參觀立院，讓民眾更加認識國會殿堂，不想只當個安靜的法院長，韓國瑜近期動作頻頻，由國民黨團總召傅崐萁領銜提出的環島高鐵以及國道6號東延花蓮，兩份特別條例草案，當中的共同提案人卻驚見正副院長，韓國瑜和江啟臣，引發綠營質疑，是否有違議事規定，民進黨總召柯建銘：「我希望韓院長他自己要作為表率，不要公然違法，這是非常嚴重的事情，怎麼突然傅崐萁鍥而不捨，去盧（韓國瑜）應該是這樣，我看報紙好像是他跑到主席台叫（韓國瑜）硬簽。」記者vs.立法院長韓國瑜：「您參與國民黨的提案，被認為說是踩到議事中立，您怎麼看，（謝謝大家）。」民進黨總召柯建銘抨擊立法院正副院長，共列提案人是踩到中立紅線，強調自己當下有跟韓國瑜說要他慎重，就連秘書長周萬來也認為此舉不宜，國民黨團總召傅崐萁：「韓國瑜院長跟江啟臣副院長的提案，更是代表我們國家一個建設的新的里程碑，在過去立法院已經有這樣的慣例，交通的平權這不是一個政治攻防的法案。」自家人出面打圓場，畢竟過去確實有先例，前立法院長王金平在2007年6月，曾跟時任副院長鍾榮吉領銜提出生技新藥產業條例草案，開了國會龍頭提案首例，這回兩項法案將在15號院會一讀後交付委員會審查，屆時勢必再掀朝野攻防戰。,EBC
1506,立院裝潢費浮報削立委？廠商開天價 1張辦公桌5萬｜東森新聞,https://news.ebc.net.tw/news/article/409917,2024-03-13 21:51:00,政治,這裝潢價格實在高到連立委都負擔不起，最好只好全部取消，改成自己採購，立委（國）牛煦庭助理曾一誠：「像他就是當時我們貼膜只有貼這一面牆而已，（廠商）給我們報價110000，桌子要50000，（廠商）他就說因為那個木頭是原木的，我就說這個木頭我看起來像是夾板，他就跟我說那個是貼皮的，我說原木為什麼還要貼皮，後來他開的（總）價格是710000，我覺得太高了啦，我們真的沒有辦法。」價格一項比一項還要高，不只一張桌子50000塊，想丟個垃圾還要付34800，就連兩張桌子交換位置都得掏錢處理，立委（國）牛煦庭助理曾一誠：「裡面的（桌子）拿到外面，外面的拿到裡面，而且相距不到10公尺而已，後來（廠商）給我開1300，這樣子搬要1300的話，那我可不可以自己搬，那你不要幫我算這個1300的錢，那我覺得他的回應就更誇張，他就說不好意思這個1300，是我們同仁忘記刪除的價格。」根據了解，這三間外包廠商長期和立院總務處合作，對於報帳核銷等流程都相當了解，甚至還會把工程再次發包交給其他廠商，立委（國）牛煦庭助理曾一誠：「總務處也去審核廠商接下來的報價單，我們不買家具之後只看整修，他也幫我們從350000，砍到剩90000。」廠商浮濫報價也被外界批評把立委們當成盤子，如今韓國瑜開出第一槍，立院職員們也得繃緊神經。,EBC
1507,中共發射衛星！飛經台灣中部上空 國防部回應了｜東森新聞,https://news.ebc.net.tw/news/article/409921,2024-03-13 22:40:00,政治,國防部表示，中共於今（13）天晚上8時51分許在四川西昌衛星發射中心，執行運載火箭搭載衛星發射任務，飛行路徑經台灣中部朝西太平洋方向，高度位於大氣層外，對台灣地區無危害。國防部指出，國軍運用聯合情監偵系統，周密掌握相關彈道動態、軌跡等資訊，適切警戒與應處。,EBC
1508,陳時中認了！徐巧芯爆疫苗差價：簽約每劑1069元｜東森新聞,https://news.ebc.net.tw/news/article/409930,2024-03-14 00:03:00,政治,恐怖片伏厲熊今天（13號）全台首映，片中玩具熊「巧芯」名字剛好撞名國民黨立委徐巧芯，本尊也獲邀出席首映會，徐巧芯表示電影裡的熊越兇越好，因為這樣才符合自己的個性，而針對疫苗採購案疑雲，徐巧芯透露，陳時中出庭時承認當初跟BNT簽訂但後來未履行的合約，簽約價格高達43元美金。立委（國）徐巧芯：「希望他在恐怖片裡面，越壞越好越恐怖越好，這樣子才有符合我的人設跟風格。」對著可愛玩偶熊熊給出期許，國民黨立委徐巧芯出席恐怖片伏慄熊電影首映會，就這麼剛好手上這電影吉祥物也叫巧芯。立委（國）徐巧芯：「我後來就看了他的，英文版的預告發現呢，原來是因為他的英文名子，叫做名字Chauncey，所以呢Chauncey確實跟巧芯還蠻像的。」撞名電影主角，巧芯本尊開心自嘲，而跳脫電影回歸現實，新冠疫苗採購案就像推理電影疑點重重，徐巧芯曝光疫苗案新進展，指出陳時中出庭時承認當初跟BNT簽訂，但後來未履行的合約，折合每劑疫苗約台幣1069元，直呼這當中果然存有貓逆。前衛福部長陳時中vs.立委（國）徐巧芯：「當時訂了這麼高的價格，背後有沒有更深的水，比方說有沒有退傭有沒有回饋，買貴了跟貪汙貪汙未遂，這是非常的不同，任何人被說你買貴了，然後說是貪污我相信，這在邏輯上是講不通，這是一個惡意汙衊，應該要提供詳細的合約內容，而且不是塗掉的是無馬高清版，給所有的立法委員供查核。」藍營緊盯疫苗採購案，就盼能盡早把實際採購價格公諸於眾。,EBC
1509,悄改董事會名單 民主基金會爆「卡韓」大戰｜東森新聞,https://news.ebc.net.tw/news/article/409931,2024-03-13 23:55:00,政治,立法院長韓國瑜上任後，遲遲沒有接掌民主基金會董事長，傳出是因為基金會更改董事會名單，違背組織章程，讓韓國瑜不甘被架空，可能憤而拒接董事長職位子。台灣民主基金會依照慣例，都是由立法院長接掌董事長一職，但現任院長韓國瑜遲遲未上任，據了解，基金會3月6號悄悄更改董事會名單，將政黨代表比例改為綠營5席、藍營4席、白營1席，貴為國會第一大黨的國民黨，席次比民進黨少一席，傳出韓國瑜不甘被架空，可能拒接董事長一職。對此韓辦表示，尊重相關改任期程，也期許若有機會爭取相關職務時，能盡己之力做到超然專業，而韓國瑜也在臉書發文透露，正努力邀請政大教授盧業中，出任民主基金會執行長，希望借重他的專業歷練。,EBC
1510,突赴政院！蔣萬安院會提虐童案 籲建三方共訪機制｜東森新聞,https://news.ebc.net.tw/news/article/409953,2024-03-14 09:43:00,政治,台北市長蔣萬安今（14）日無預警取消市政行程，臨時到行政院出席院會。據了解，蔣萬安將在會中呼籲中央與地方共同努力，彼此建構三方共訪機制，避免虐童案再度發生。其餘詳細內容，蔣萬安將會在上午11點結束後，接受媒體聯訪。蔣萬安原定上午9點20分至10點的「士林官邸北側滯洪池新建工程」開工祈福典禮改為李四川副市長代為出席，原定上午10點30分至11點10分的「竹子湖海芋季開幕活動」則改由林奕華副市長出席，蔣萬安只會出席行政院會。,EBC
1511,台美重大軍事合作啟動 美「綠扁帽」特種部隊常駐台灣｜東森新聞,https://news.ebc.net.tw/news/article/409959,2024-03-14 09:30:00,政治,美國已經啟動和台灣的重大軍事合作！美國陸軍「綠扁帽特種部隊」人員，已經在台灣進行訓練行動，另外美軍顧問也在金門、澎湖，兩棲指揮中心擔任常駐職務，而這也是美台雙方軍事關係的重要里程碑。台海情勢發展牽動印太局勢的穩定，因此美方始終不敢大意，現在有美國軍事網站報導，美國根據2023年度「國防授權法」，已經啟動美台重要軍事合作，其中包含美國特種部隊在台部署，以及美國軍事顧問常駐金門與澎湖的國軍兩棲指揮中心，最受到關注。美國綠扁帽成員：「我加入特種部隊，是因為我想做更多，想當最好的。」這回駐台小組包含三名美國陸軍「綠扁帽部隊」人員，肩負在我國陸軍航空特戰指揮部，兩棲偵察營與高空特種勤務中隊基地進行聯合訓練的任務，並擔任駐訓觀察員，這與以往頻繁但非常駐訪問台灣訓練設施的做法不同，除此之外，美軍特種部隊協訓台灣國軍使用黑色大黃蜂微型無人機，並且我陸軍已提案循軍售管道，向美國直接採購這款微型無人機。對於這樣的常態的軍事訓練交流，台灣國防部回應，一切依照年度計畫執行，以汲取經驗提升國軍整體戰力，至於美國國防部也表示，在對抗中國當前的威脅時，美國強調對台的支持，以及發展與台灣的防衛關係，並重申美國對台承諾堅若磐石。,EBC
1512,新／北市3連霸議員陳重文遭搜索 廉政署直搗辦公室｜東森新聞,https://news.ebc.net.tw/news/article/409964,2024-03-14 10:38:00,政治,國民黨籍三連霸台北市議員陳重文今遭搜索約談，消息傳來，震撼政壇。本刊直擊廉政署一早派人低調前往陳重文辦公室搜索，引起議會人員議論紛紛，由於陳重文也現身議會辦公室，稍晚是否被回約談，引起矚目。本刊一早在議會洽公，即聽聞議會遭搜索，果然發現陳重文辦公室氣氛異常，有身穿西裝的廉政人員進出，並翻箱倒櫃搜索，議會人員也一頭霧水。至於陳重文為何被廉政署盯上，目前不得而知，預料稍晚將移送轄區台北地檢署複訊，是否遭強制處分，引起外界矚目。陳重文是3連霸議員，地方實力雄厚，一度有意參選立委，黨內初選時另位議員張斯綱民調險勝他，但差距極小，為了慎重再協調，連台北市長蔣萬安、新北市長侯友宜都出手，最後由張斯綱出線，雙方都喊出團結。他畢業於台北市私立惇敘高級工商職業學校及國立體育大學體育推廣系在職專班，曾任臺北市議會國民黨團書記長、國民黨青年中常委，在地北投人，著作台灣太祖拳三戰基本教程，並在臺北市立大學兼任助理教授及華夏科技大學兼任講師。,EBC
1513,美軍特種部隊駐紮台灣 邱國正：屬於交流範疇｜東森新聞,https://news.ebc.net.tw/news/article/409968,2024-03-14 10:51:00,政治,外媒報導，美國啟動與台灣軍事合作，美陸軍特種部隊駐紮。國防部長邱國正今天表示，國軍與友好團體或國家交流，藉由互相觀摩，進一步學習長處、改進問題，並了解建軍備戰的盲點和缺點，這都屬於交流範疇。立法院外交及國防委員會上午邀請邱國正專案報告「面對中共常態化對我侵擾與威脅之影響與應處作為」，並備質詢。美國軍事新聞網站SOFREP報導，美國已啟動與台灣的重大軍事合作，其中包括部署美國陸軍特種部隊，在台灣參與持續進行的訓練行動，是雙方軍事關係的里程碑；中華民國陸軍航空特戰指揮部也提議循軍售管道，對美採購黑色大黃蜂微型無人機（BlackHornetNano）。邱國正會前接受媒體訪問表示，他曾跟外界多次表達，國軍藉著與友好團隊或國家交流，了解建軍備戰的盲點、缺點，交流就是互相觀摩，學習長處、改進問題，這都屬於交流範疇，並沒有特別說要購買什麼東西。民進黨立委沈伯洋會中質詢，美國愈來愈多對台相關法案，以強化台灣國防韌性，國軍是否有相關承接、應對措施。邱國正答詢，樂見有團體、國家幫忙，要怎麼強化、授權必須經過討論，因為相關內容不單為軍事，國防部必須與其他部會討論。有關媒體近日報導，邱國正因近期敵情狀況頻繁進入衡山指揮所。邱國正於會前受訪表示，衡山指揮所是部長、總長工作場所之一，常常進入，「並沒有因為最近如何、所以如何」。他指出，會將中共擾台狀況轉換成訓練教材與想定，雖然面對危害，但會轉化成正面助力。至於邱國正7日在立法院備詢時，曾坦言因兩岸情勢睡得不好，國台辦昨天說，「答案就在台灣」。邱國正對此笑稱，「哎呦，沒想到一個睡不著影響到這樣，我倒是沒想到」。邱國正強調，軍人承擔保家衛國重責大任，他不會抱怨，也多次跟下屬強調，在重要位置上，就如孫悟空頭上被加了緊箍咒，「若做不好，頭就會痛」，會擔憂不能出問題、哪裡沒有克盡職責，想到這些當然睡不好；但自己身體狀況很好，也呼籲外界勿將此議題無限上綱。,EBC
1514,被質疑未利益迴避 立委王育敏明將辭兒盟董事｜東森新聞,https://news.ebc.net.tw/news/article/410019,2024-03-14 17:34:00,政治,虐童案持續延燒，甚至燒出了其他的口水戰，其中國民黨立委王育敏，因為是現任的兒福聯盟董事，就被民進黨團幹事長吳思瑤質疑，基於利益迴避員額要如何公正超然的面對其弊端疏失來質詢，也因此王育敏透露，自己會在明後天就辭去兒盟董事一職，希望能避免被模糊焦點。,EBC
1515,綠白分手後 柯文哲會見蔡英文「2小時談話內容」曝光｜東森新聞,https://news.ebc.net.tw/news/article/410021,2024-03-14 18:01:00,政治,總統蔡英文今（14）日邀請民眾黨主席柯文哲赴總統府進行重大國政議題對話，雙方就政黨溝通平台、強化社會安全網、勞保年金改革、強化國防預算等4大議題進行交流。會談過程共2小時，雙方還共進午餐，享用牛肉麵，過程氣氛融洽。柯文哲過去強調「政黨和解、社會和諧」，期待朝野政黨能超越黨派凝聚最大共識，共同為國家、人民而努力。對於蔡總統提出未來能建立「政黨溝通平台」，他也表達肯定與重視，也期待蔡總統能落實承諾，回應公民社會的期待。針對近期發生的保母虐死男童案件，雙方皆對不幸逝去的生命感到痛心，也希望中央地方能共同檢討與承擔，並強化社會安全網的維護，以避免憾事再次發生。另外有關勞保年金改革議題，柯文哲認為應誠實面對問題，落實世代正義，蔡英文總統也允諾會請行政團隊適切提供勞保財務資料給在野黨參考。至於國防預算逐年提升至GDP3%，雙方對此目標有所共識，守護國家安全是朝野一致的方向，未來台灣民眾黨也將理性監督國防預算，共同維持台海及區域穩定。此次會晤，柯文哲由台灣民眾黨秘書長周榆修陪同，蔡總統則由總統府副秘書長張惇涵陪同。此外，柯文哲也帶著一盆小草當伴手禮，象徵將「小草」的心聲帶進總統府，期望民進黨政府能回應台灣公民社會對於改革的高度期待。,EBC
1516,中共攻台「撐多久」？邱國正：五星旗沒插到國防部都白打｜東森新聞,https://news.ebc.net.tw/news/article/410033,2024-03-14 19:33:00,政治,這說法聽起來像是跟蔡總統同進退，不過接棒人選外界來點點名，就有海軍中將海委會前主委李仲威。國防部長邱國正：「我不知道我不知道，這沒聽說。」沒聽過這說法沒關係，名單還有其他人，像是海軍，李喜明、黃曙光、劉志斌；陸軍也有徐衍璞、陳寶餘，而且過去傳統，傳有不成文規定，陸海空輪流當馮世寬空軍、嚴德發陸軍，原以為蔡總統任內由海軍接任，結果是由陸軍邱國正接棒。民進黨立委陳冠廷：「不見得一定要從軍旅生活中、有很多經驗的軍人去找，文人部長都是一個思考方向。」民進黨立委許智傑：「未來國防部長人選，我希望可以重整軍紀，力推國防自主，加強國際軍事交流。」畢竟擔任國防部長也得扛下台海關係壓力，尤其近期兩岸緊繃，連邱國正都坦言睡不著。中共國台辦又說有台海管轄權，如果開戰該怎麼辦，我國能守到什麼時候？立委（國）賴士葆vs.國防部長邱國正：「我的界定很簡單，你說打到通通那怕被殲滅了，五星旗假如沒有插到國防部，我跟你講，這個仗他白打。」這話講得非常霸氣，但先前一連串發言，外傳總統府不滿邱國正發言，還形容他是「自走砲」。國防部長邱國正：「沒有哪一個這樣跟我講耶，我裝甲兵出身，都好像自走車輛，自走的砲。」不過府方隨後也表示並非事實，這時台美也有重大軍事合作里程碑，美國陸軍「綠扁帽」部隊將到台灣部署協訓；另外美國也提供1億美元對台軍援。邱國正更強調，無償但絕不是廢品，只是美方對台舉動，恐怕也牽動兩岸情勢。,EBC
1517,互槓！薛瑞元：「小孩都死了」不需請示 蔣：這話不適當｜東森新聞,https://news.ebc.net.tw/news/article/410034,2024-03-14 19:31:00,政治,在前一天，原本衛福部長薛瑞元說的話是小孩子都死了，這句話恰當嗎。台北市長蔣萬安：「這樣講話，其實並不是很適當，那我想最重要，應該要還原整個事實，就事論事。」衛福部長薛瑞元：「我不明白為什麼認為不恰當，我的意思就是說，孩子都已經死了，當然是重大的案件。重大案件就不需要再去分什麼家內家外。」虐童案延燒至今，地方跟中央持續角力，現在雙方還吵。當初台北市社會局是依中央規定向衛福部保護司通報重大兒虐事件，但因行為人非家屬而是保姆，被駁回不適用。台北市長蔣萬安：「中央衛福部保護司也回覆，並不適用重大虐兒，防治計畫相關的規定，所以衛福部昨天（3/13）也出來正視相關的事情。」衛福部的癥結點是，重大會議本來地方就可以召開，但兩造所說的重大會議並非同樣定義，尤其北市在事發後，12/27先行函令暫停該保母新收托。12/29完成被害兒少調查報告，藍營就質疑那中央做了什麼嗎，畢竟在衛福部保護司駁回之後，社會局還是有再通報社家署卻遲遲沒有回應、被已讀不回。衛福部社家署家庭支持組長簡杏蓉：「（你們有回函給他們了嗎），沒有公文，這中間都沒有公文，應該是都是透過電話聯繫。」台北市長蔣萬安：「中央也確實回覆，並不適用這樣的規定，昨天也即刻修改了計畫。」所以是誰輕輕放下，到現在中央地方還是爭論不休，只是總有人得擔起責任。除了蔣萬安在臉書為虐童案致歉外，陳建仁也道歉了。行政院長陳建仁：「我在這裡要特別代表政府，對家屬還有逝去的生命表達歉意。」遲來的道歉，就盼能成為遲來的正義。,EBC
1518,陳重文涉收賄近千萬 檢廉搜索26處約談14人｜東森新聞,https://news.ebc.net.tw/news/article/410067,2024-03-14 23:16:00,政治,國民黨籍台北市議員陳重文疑收受承攬警用監視器業者「台灣智慧光網」賄賂，金額近千萬元，北檢今天指揮廉政署搜索、約談陳重文、台智光負責人李慶煌等14人。檢調獲報，台智光不滿承攬台北市警察局CCTV監視錄影系統，原先的網路傳輸服務費預算為新台幣5.5億元，疑似不滿市警局改以新合約費率換算，網路傳輸服務費降低為4.6億元，恐損失8600萬元。檢調循線查出，台智光負責人李慶煌向陳重文尋求協助，疑似於去年12月至今年1月間收受李慶煌交付的賄款、不正利益等款項，金額估計數百萬元。檢調追查出，陳重文涉嫌多次透過公開與書面質詢的方式，藉此施壓市警局依照先前網路傳輸服務費的舊合約費率換算，雙方經多次協商，最後把預算調整為5.2億餘元過關。台北地檢署今天指揮廉政署兵分26路搜索陳重文的議會辦公室、住居所、地方服務處，以及李慶煌名下公司台智光、台通光電，約談陳重文、李慶煌等9名被告、5名證人，全案朝向貪污治罪條例違背職務收受賄賂等罪方向偵辦。,EBC
1519,遭檢舉涉接受招待、護航監視器業者 陳重文：司法迫害｜東森新聞,https://news.ebc.net.tw/news/article/410072,2024-03-15 00:04:00,政治,國民黨台北市議員陳重文，涉嫌接受監視器業者招待，多次利用議會質詢機會，幫業者說話。像是曾建議北市府，應該提高公立幼兒園，室內安裝監視器占比，還有也因為警用監視器預算，槓上北市府！對此，陳重文強調，自己是監督警察局太認真被報復，直批被司法迫害、政治追殺。戴上帽子、口罩，國民黨台北市議員陳重文走出議會辦公室，被檢方人員帶走時嘴巴不斷重複這幾個字。台北市議員(國）陳重文：「監督警察局太認真，被報復，司法迫害，政治追殺。」檢察官會同廉政署人員在14日上午9點，突襲前往陳重文研究室搜索，搜索當下，陳重文本人也在場，時間大約3小時，最後檢察官帶著人，直接前往台北地檢署進行複訊。只是陳重文自己提到警察局，疑似就是遭人檢舉，利用在議會質詢機會，護航監視器業者取得警用監視器標案，再藉此收受賄賂，過去這段畫面也被翻出。台北市長蔣萬安vs.台北市議員（國）陳重文（2023/12/07）：「你送出來，送到議會的預算，蔣市府竟然這麼沒志氣，自己先砍了9千萬，對身為執政黨的議員，與市長站在一起捍衛預算，本席覺得心寒。」陳重文理應為預算把關，卻為了近1億元價差，槓上市府。台北市長蔣萬安vs.台北市議員(國）陳重文(2023/12/07）：「局長用密會的方式，刪減自己的預算，我覺得這件事情，對蔣市府來說傷害很大。」只是不只警察局，陳重文也和北市公立幼兒園監視器扯上關係，過去也曾透過書面質詢方式替監視器業者護航，建議北市府應該在2024年之前，將北市公立幼兒園的室內安裝監視器占比，由現有34％提升至50％。廉政署長期蒐證，兵分26路搜索，14日深夜持續複訊關係人，除了陳重文，包含監視器廠商，全案朝貪污治罪條例等罪嫌偵辦。,EBC
1520,蔡英文邀柯文哲會談 「吃牛肉麵」邊談國政｜東森新聞,https://news.ebc.net.tw/news/article/410089,2024-03-14 23:05:00,政治,總統蔡英文今天（14）邀請民眾黨主席柯文哲到總統府進行重大國政議題的對話，雙方就政黨溝通平台、強化社會安全網等等議題進行交流，而這也是綠白在2018年分手後，兩人第一次碰面，會談時間約兩小時，雙方共進午餐，吃了牛肉麵，過程氣氛融洽！民眾黨主席柯文哲帶著一盆小草給總統蔡英文當伴手禮，象徵要把「小草」的心聲帶進總統府，柯文哲14日前往赴總統府與總統進行重大國政議題對話，就政黨溝通平台、強化社會安全網、勞保年金改革、強化國防預算等議題進行交流，會談時間約2小時，雙方還共進午餐，享用牛肉麵。過程氣氛融洽，總統府發言人張惇涵指出趁著今年選後春節，蔡英文於大年初一主動致電國民黨主席朱立倫及柯文哲，除互道新春祝福，蔡總統同時邀約2位在野黨主席，能在合適時間分別會晤交流，對此，國民黨發言人楊智伃回應，台灣大步向前是大家的期盼，對於會面事宜將持續討論適當互動機會。,EBC
1521,天然氣存量恐洩機密？ 邱議瑩阻答藍挺白怒拍桌｜東森新聞,https://news.ebc.net.tw/news/article/410122,2024-03-15 07:30:00,政治,立法院經委會邀請經濟部、中油營業預算報告，民眾黨立委張啟楷關切台灣天然氣安全存量議題，只是這問題讓召委邱議瑩直接起身以「國安」的理由，打岔張啟楷發言，中油董事長李順欽vs.民眾黨立委張啟楷：「發生兵凶戰危，你非常努力的狀況之下，我們天然氣不會斷，不會斷氣然後我們是安全的，存量是安全的，用電是安全的幾天，明確一個答案就好。」經濟委員會召委邱議瑩vs.民眾黨立委張啟楷：「如果說董事長在這裡回答你，是不是洩漏了台灣的所有能源儲存的機密問題，所以如果您可以的話，他是不是私底下再回答您這個問題好不好。」邱議瑩打斷發言，這讓接續質詢的國民黨立委鄭天財很不滿，力挺張啟楷質詢權利，一怒之下更氣到拍桌抗議，經濟委員會召委邱議瑩vs.國民黨立委鄭天財：「要回答是董事長要不要回答，由他來決定，主席有裁示權喔，這是主席的職權。」藍白同陣線表達不滿。,EBC
1522,蔡柯會被招安？柯P喊「想太多、沒理由拒絕總統邀約」｜東森新聞,https://news.ebc.net.tw/news/article/410154,2024-03-15 14:34:00,政治,總統蔡英文距離卸任還有2個多月，民眾黨主席柯文哲應總統的邀約，昨天（14日）兩人在總統府見面會餐，還吃一碗一般民眾「難以吃到」的牛肉麵。事實上，這場會面也是2018年北門會、綠白分手後，兩人首次私下見面，柯文哲受訪強調，總統邀約「沒理由拒絕」。民眾黨主席柯文哲：我哪有常常罵她，如果總統本人親自邀約，我們也沒有理由拒絕。看來白色情人節中午，這場與總統蔡英文會面兩個小時，還吃碗「府內交誼廳」才吃得到的牛肉麵，尤其一般民眾還很難吃得到。今年只剩下4月4號跟5月11號這兩天，可以入府享用，這讓藏不住情緒的柯文哲感覺不差。民眾黨主席柯文哲：「政黨領袖之間的溝通平台，我認為也是有好處，也是必要的，這也沒有什麼招安的問題。」趕緊釋疑外界疑慮「綠白破冰」，柯文哲還送總統小草，談年金改革、國防預算，難道為2026綠白合鋪路。民眾黨主席柯文哲：「這就想太多了，我們只是針對國家重大事件，有一個政黨溝通平台，觀念是對的我同意，其他的其他的以後再講吧。」畢竟看看蔡柯2018年北門會，當年雙方見面表情是這樣，6年後再度會面，兩人照片展現出笑容，氣氛看似還不錯，不過綠白這氛圍會延續到520後嗎？柯文哲有沒有想跟準總統賴清德見面？民眾黨主席柯文哲：「如果有邀約我們當然是可以討論，賴副總統繼任之後，是不是願意繼續做，這你要問賴副總統。」柯文哲態度保持開放，不過這回與小英見面，光是地點在哪，就讓黨內不少人反彈。民眾黨主席柯文哲：「我覺得是這樣公事公辦，類似政治拜會活動，那就還是在總統府，用總統府的會議室。」要跟在野交流，總統蔡英文還想跟國民黨主席朱立倫見個面，但藍營內部正在醞釀「為時已晚」的氛圍，朝野520後恐怕還是難以和諧。,EBC
1523,張惠妹演唱會紀念品報公帳 屏東長治鄉長判8年｜東森新聞,https://news.ebc.net.tw/news/article/410167,2024-03-15 15:26:00,政治,屏東長治鄉長古佳川：「感謝大家。」屏東長治鄉鄉長古佳川，因為貪汙案被羈押11個月後，交保剛開完刀，拿著助行器出席鄉親的聚會送上祝福，2月1號才剛復職的他，現在又要被停職了。屏東地檢署發言人：「被告張國棟，擔任鄉長特助期間的公務行程，也都和被告古佳川一起，所以被告古佳川在請款單據核銷時，應該知道收據內容不實。」古佳川涉嫌在2020年21年間，把父親生日宴會餐費、張惠妹跨年演唱會紀念品，紅白包等等都報公帳，將鄉庫當公庫，詐取公款5萬8350元，被依利用職務詐取財物，偽造文書等罪共14罪，併處8年徒刑，褫奪公權5年，追徵不法所得，下屬鄉公所張姓課員獲判緩刑，褫奪公權4年。屏東長治鄉長古佳川：「到我這裡只有蓋支票蓋傳票，你說要一個行政首長去負責全部的責任，我頂多說在這個過程，你可說我監督不周。」古佳川頻頻喊冤，不認貪汙堅持要提上訴，不過這已經不是第一任長治鄉長涉貪了。從國民黨籍鄉長邱永安開始，涉嫌賣官收賄，被判7年8月徒刑定讞，接著民進黨籍鄉長許玉秀，不實單據核銷一、二審都判刑8年，接手來代理的鄉長李新煌，在麟洛鄉長任內收取工程賄款，判刑7年定讞閃辭後入監服刑，再來就是無黨籍的古佳川，也因為不實核銷被判刑。屏東長治鄉民：「會失望但他們習慣了啦，習慣了因為每一任都這樣，拿了應該說納稅人的錢啊，不可以啦。」鄉民忿忿不平，與鄉長頻頻喊冤的反應，對照也真的是很諷刺。,EBC
1524,不滿「黃復興」遭滅！深藍團體怒嗆朱立倫「漢奸」｜東森新聞,https://news.ebc.net.tw/news/article/410173,2024-03-15 15:51:00,政治,自從國民黨主席朱立倫，宣布整併黃復興後，反彈聲浪就不間斷，藍天行動聯盟主席武之璋，在團拜時痛批朱立倫是「漢奸」，對於黃復興被消滅無法接受，甚至還當場和台下其他人互嗆。不過黃復興在今天（15號）還是照常舉辦例行會議，但是朱立倫沒有出現。藍天行動聯盟主席武之璋：「朱立倫從頭到尾就是漢奸，他消滅黃復興，奉誰的命，不是奉美國的命，就是奉民進黨的命。」軍系團體舉辦新春團拜，不過卻出現火爆場面，全因國民黨主席朱立倫，大刀改革黃復興黨部，引起基層不同聲浪。藍天行動聯盟主席武之璋vs.台下民眾：「欸下台下台，不能這樣講話，不能這樣子，你對我們不尊重，（妳是誰啊？）今天是客人，你對我們不尊重，（我在除奸啊，你是漢奸嗎？）對。」溫馨場面變成批鬥大會，藍天行動聯盟主席武之璋越講火氣越大，不滿開嗆朱立倫，甚至建議黃復興黨部暫時移到新黨，等到黨中央改過自新再全部回歸，這番言論連底下的人都覺得有點不妥。黃復興黨部主委季麟連，趕緊出面打圓場，不過黃復興15號照常舉行例行會議，朱立倫卻沒有出現。立委（國）王鴻薇：「即便是對黨中央的黨主席有些不滿，我是覺得用漢奸這兩個字，還是有點用的過重了，我覺得做黨主席，本來就是應該要，應該叫做什麼任勞任怨任抱，做一個黨的領導人，本來就是可能會有很多的責難。」立委（國）李彥秀：「也希望透過不斷的調整自己的組織，能夠更接地氣，能夠順應時局的變化，讓社會大眾更了解，國民黨在各個議題上我們的想法。」朱立倫不畏反彈聲浪，積極改革國民黨，試圖爭取更多支持，但沒安撫好基層黨員，恐怕不只外患，內憂才更應該擔心。,EBC
